"province","type","t_start","t_end","Rt_mean","Rt_std","Rt_li_95","Rt_li_90","Rt_li_50","Rt_median","Rt_ui_50","Rt_ui_90","Rt_ui_95","date_start","date_end","date_mid"
"EC","cases",23,30,2.06038169136744,0.485636621932841,1.22111277047374,1.33172822239211,1.71544169012708,2.02235464790009,2.36392258978651,2.91878593370449,3.11560008684948,2020-03-28,2020-04-04,2020-04-01
"EC","cases",30,37,2.61017171294051,0.365497146552388,1.94344428446361,2.03945202236025,2.35524366636903,2.5931317319864,2.84653265862917,3.23902216861744,3.37371176665055,2020-04-04,2020-04-11,2020-04-08
"EC","cases",37,44,2.66741163177485,0.194540987495112,2.29972945497002,2.35568711204512,2.53374593885442,2.66268367218874,2.79592389563165,2.99526407768543,3.06196060333138,2020-04-11,2020-04-18,2020-04-15
"EC","cases",44,51,1.4047138349956,0.0871166538487343,1.23914171403545,1.26455631717963,1.34501433985324,1.40291333086408,1.46245073007058,1.55101315146356,1.58051757447366,2020-04-18,2020-04-25,2020-04-22
"EC","cases",51,58,1.09057928075157,0.0657644050616114,0.96547969054768,0.984707510436927,1.04553088385529,1.08925765170711,1.13418705772439,1.2009593276684,1.22318923426517,2020-04-25,2020-05-02,2020-04-29
"EC","cases",58,65,1.29004769494372,0.0696560281680245,1.15712085271199,1.17765144982189,1.2424071482331,1.28879422110571,1.33632188989415,1.40671971295441,1.43009766296221,2020-05-02,2020-05-09,2020-05-06
"EC","cases",65,72,1.61629744309117,0.0596586272432964,1.50146811972754,1.51943547973894,1.575668239329,1.61556348900992,1.65612656931809,1.7156630053029,1.73529769518612,2020-05-09,2020-05-16,2020-05-13
"EC","cases",72,79,1.22424238729659,0.041013663142543,1.14516629046481,1.15757104283688,1.19633511922443,1.22378441463249,1.25165042016131,1.29247592541445,1.3059210681231,2020-05-16,2020-05-23,2020-05-20
"EC","cases",79,86,1.51527503587519,0.0426204402359605,1.43288168164156,1.44585876825954,1.48631432881225,1.51487545676766,1.54380015903857,1.58605430814968,1.59993914255353,2020-05-23,2020-05-30,2020-05-27
"EC","cases",86,93,1.52197739030992,0.0345903952343164,1.45492910577196,1.4655316814233,1.49850588734143,1.52171534988376,1.54516323937756,1.5793169442598,1.59051481928399,2020-05-30,2020-06-06,2020-06-03
"EC","cases",93,100,1.75318385648502,0.0288690176994011,1.69705321180953,1.70597033766828,1.73362659189675,1.75302540062066,1.77256838513845,1.80093788278685,1.81021498970089,2020-06-06,2020-06-13,2020-06-10
"EC","deaths",44,51,0.830700747710879,0.4796053003069,0.171310465025751,0.226418965518629,0.478289639312434,0.740447967344717,1.0855603076041,1.74330682304082,2.00051781585195,2020-04-18,2020-04-25,2020-04-22
"EC","deaths",51,58,1.14401704036802,0.467043000991774,0.419834091180327,0.498222232348914,0.804474571851722,1.08112683692,1.41528289756767,2.00451518026404,2.224795121903,2020-04-25,2020-05-02,2020-04-29
"EC","deaths",58,65,1.62878594794671,0.49109744119478,0.813084076734296,0.913453853249811,1.27634771974641,1.57970357970211,1.92783586239706,2.51162039428502,2.72308668172504,2020-05-02,2020-05-09,2020-05-06
"EC","deaths",65,72,1.73293014692644,0.463145063215039,0.947409037019592,1.04767232099584,1.40225957518813,1.69184913148929,2.01889420113705,2.55837046036684,2.75169451890628,2020-05-09,2020-05-16,2020-05-13
"EC","deaths",72,79,1.67840734419509,0.34997212392393,1.06396628076255,1.14711827282041,1.43101411558871,1.65414627091223,1.89938039344892,2.29247165938037,2.43064502477142,2020-05-16,2020-05-23,2020-05-20
"EC","deaths",79,86,1.26456005219422,0.227121690105337,0.85920720305646,0.915562354537998,1.1048770644576,1.25098893190429,1.4094601607116,1.65985775507892,1.74700461738622,2020-05-23,2020-05-30,2020-05-27
"EC","deaths",86,93,0.709440755748494,0.162756871617727,0.427129678780927,0.464569892939128,0.593961822885718,0.697033994746727,0.811411792787796,0.996643668528678,1.06221055492353,2020-05-30,2020-06-06,2020-06-03
"EC","deaths",93,100,3.34131315543935,0.312942649343575,2.75617132131469,2.84376169676325,3.12525195570142,3.3315483287905,3.54673166197787,3.87217480234044,3.98194152146701,2020-06-06,2020-06-13,2020-06-10
"FS","cases",23,30,0.681691251786905,0.112069351448689,0.479973551542436,0.508405621911044,0.603133620634028,0.675559822451577,0.753569142041278,0.875894649128262,0.918241330961984,2020-03-28,2020-04-04,2020-04-01
"FS","cases",30,37,0.312685982717334,0.0988799897794823,0.149945082696177,0.169644831203522,0.241577649689142,0.302327153091534,0.372529265118056,0.491080103073759,0.534217855673951,2020-04-04,2020-04-11,2020-04-08
"FS","cases",37,44,0.62244637646832,0.20748212548944,0.284622119142039,0.32472526324241,0.472896384764311,0.599550805832455,0.747104742630466,0.998310601201491,1.09019333463265,2020-04-11,2020-04-18,2020-04-15
"FS","cases",44,51,1.37634782856942,0.367844429966931,0.752462165414861,0.832094430703048,1.11371882174475,1.34371998924617,1.60346950785912,2.03193858335683,2.18548265358546,2020-04-18,2020-04-25,2020-04-22
"FS","cases",51,58,1.32717903069527,0.354703515983744,0.72558112607927,0.802368599756687,1.07393221075999,1.2957167918136,1.54618699068376,1.95934939084028,2.10740823618815,2020-04-25,2020-05-02,2020-04-29
"FS","cases",58,65,1.43812969332787,0.329929578995859,0.865848020400751,0.941744257358065,1.20403871256858,1.41297955746369,1.64483839315572,2.02032776065439,2.15324046049499,2020-05-02,2020-05-09,2020-05-06
"FS","cases",65,72,1.26783245181837,0.290860712358824,0.763317956440035,0.830226881714164,1.0614615358561,1.24566048877207,1.45006358085408,1.78108908407275,1.8982628236169,2020-05-09,2020-05-16,2020-05-13
"FS","cases",72,79,1.70975501348338,0.267018872363604,1.22694971674007,1.29549994392829,1.52289181577685,1.69587483647405,1.88149582466749,2.17136255837859,2.27141566400801,2020-05-16,2020-05-23,2020-05-20
"FS","cases",79,86,1.1631995609744,0.164501259487642,0.863349134535048,0.906475196669176,1.04842921638151,1.15545415517076,1.26953043696919,1.44634691722166,1.50705527685882,2020-05-23,2020-05-30,2020-05-27
"FS","cases",86,93,1.5427146567743,0.145772833062827,1.27026647606295,1.31102196473726,1.4420512879207,1.53812568134918,1.63837651584334,1.79006146790969,1.84123865355732,2020-05-30,2020-06-06,2020-06-03
"FS","cases",93,100,1.14893931980041,0.107608026529339,0.947733258108317,0.977851963451785,1.07464481452244,1.14558160001601,1.21957424331621,1.3314806713962,1.36922490360164,2020-06-06,2020-06-13,2020-06-10
"FS","deaths",30,37,2.79260857660816,1.61231331344598,0.575903025502211,0.761164049456397,1.60789038956252,2.48920125549064,3.6493828057751,5.86056242166488,6.72524158140037,2020-04-04,2020-04-11,2020-04-08
"FS","deaths",37,44,1.02992234820313,0.728265076510002,0.124728374457293,0.182997380779888,0.495021240492483,0.864283536528803,1.38660223842345,2.44290604216916,2.86918002227311,2020-04-11,2020-04-18,2020-04-15
"FS","deaths",44,51,1.12790037075444,0.797546000663285,0.136593967534952,0.200406189834439,0.542113336657763,0.946504096147195,1.51851174172045,2.67530327455078,3.14212932317575,2020-04-18,2020-04-25,2020-04-22
"FS","deaths",51,58,0.825437885990201,0.825437885990201,0.0208982779004581,0.0423394284847327,0.237463681721878,0.572149943401469,1.14429988680294,2.47279091487502,3.04494085827649,2020-04-25,2020-05-02,2020-04-29
"FS","deaths",58,65,2.07206580098346,1.46517177894014,0.250936781375913,0.368166216652258,0.995916425130905,1.73882270009853,2.78965796092977,4.91479971652799,5.77240586282,2020-05-02,2020-05-09,2020-05-06
"FS","deaths",65,72,1.47599233184176,1.47599233184176,0.037368890443854,0.0757085091909267,0.424616532947175,1.02307992334422,2.04615984668843,4.42167786401658,5.44475778736079,2020-05-09,2020-05-16,2020-05-13
"FS","deaths",72,79,3.66844246516877,3.66844246516877,0.0928769219345579,0.188166499309693,1.05534513104987,2.54277055177811,5.08554110355622,10.989671486582,13.5324420383602,2020-05-16,2020-05-23,2020-05-20
"FS","deaths",79,86,12.3512147233209,7.13097714532821,2.54711741107212,3.36649421378167,7.11141533382084,11.0092977059702,16.1405758828077,25.9202329591518,29.7445562309958,2020-05-23,2020-05-30,2020-05-27
"FS","deaths",86,93,1.15296002846047,0.815265854561435,0.13962880834172,0.204858808744443,0.55415799503963,0.967533496688078,1.55224999153116,2.73474308506811,3.21194106129426,2020-05-30,2020-06-06,2020-06-03
"FS","deaths",93,100,0.654670253514438,0.654670253514438,0.0165748157715049,0.0335801940402884,0.188336895303566,0.453782840419997,0.907565680839994,1.96121680698897,2.41499964740897,2020-06-06,2020-06-13,2020-06-10
"GP","cases",9,16,4.61546999795869,0.45258406892295,3.77117344615247,3.89710598471168,4.3026837799414,4.60068528366157,4.91214266534007,5.38426847233338,5.5437766138184,2020-03-14,2020-03-21,2020-03-18
"GP","cases",16,23,3.52246018014326,0.15752920821673,3.220434418669,3.26741420706675,3.41496721776954,3.52011215187759,3.62739361404514,3.78551556482843,3.83782925528477,2020-03-21,2020-03-28,2020-03-25
"GP","cases",23,30,0.671704444638271,0.0408031391666791,0.594104636742436,0.606027635193722,0.643751415651662,0.670878420818025,0.698757081138146,0.740198947076425,0.75399825861519,2020-03-28,2020-04-04,2020-04-01
"GP","cases",30,37,0.428897965233041,0.043547990423298,0.347807357000741,0.359868274262383,0.398777702847389,0.427424992876594,0.457412892328375,0.502952361641662,0.518358258916854,2020-04-04,2020-04-11,2020-04-08
"GP","cases",37,44,1.5158783111174,0.100612377263741,1.32508079121827,1.35426818275442,1.44685781030874,1.51365293380708,1.58247312025311,1.68507956841738,1.71932176159721,2020-04-11,2020-04-18,2020-04-15
"GP","cases",44,51,1.17372385653958,0.0669879587461145,1.04608767842728,1.06575443832365,1.1278734841283,1.17244970124451,1.21818534455341,1.28603960266912,1.30860065575494,2020-04-18,2020-04-25,2020-04-22
"GP","cases",51,58,1.03645331899802,0.0647783324373763,0.91336720788016,0.932253307539258,0.99205668136276,1.03510408324674,1.07937925386438,1.14525578415692,1.16720664661256,2020-04-25,2020-05-02,2020-04-29
"GP","cases",58,65,1.39689255670634,0.0693266135567379,1.26430245753317,1.28484970666053,1.34952841639835,1.39574585023293,1.44300671387318,1.512846972189,1.53599909125236,2020-05-02,2020-05-09,2020-05-06
"GP","cases",65,72,1.13189723457278,0.0561060628982273,1.02458870265873,1.0412188884292,1.09356599208495,1.13097034490668,1.16921810810489,1.22573732223601,1.2444730403794,2020-05-09,2020-05-16,2020-05-13
"GP","cases",72,79,0.985409625274806,0.0500911863487985,0.889666216681489,0.904489741688226,0.951176978851326,0.984560995996301,1.01871721434173,1.06922429590094,1.08597556649333,2020-05-16,2020-05-23,2020-05-20
"GP","cases",79,86,2.14719089380615,0.0637342274481213,2.02407546661352,2.04344389951789,2.10386600521751,2.1465603273594,2.18982839908716,2.25308881488091,2.27388973826231,2020-05-23,2020-05-30,2020-05-27
"GP","cases",86,93,1.65825911302066,0.0381637812336351,1.58429481907954,1.5959885657785,1.63236094037297,1.6579663504757,1.68383814125888,1.7215283014923,1.7338871412524,2020-05-30,2020-06-06,2020-06-03
"GP","cases",93,100,1.98033055369759,0.0315292895068723,1.91901110392981,1.92875643745707,1.95897414851655,1.98016322790092,2.00150455357556,2.03247543352346,2.04260089914016,2020-06-06,2020-06-13,2020-06-10
"GP","deaths",30,37,2.57608107397066,1.48730110151126,0.531249848928203,0.702146487128914,1.48322111314368,2.2961987216131,3.36642451662508,5.40615826497654,6.20379372205764,2020-04-04,2020-04-11,2020-04-08
"GP","deaths",37,44,1.63490920936867,0.817454604684337,0.445457734078427,0.558451632444035,1.0362545907835,1.50087148391439,2.08836251250741,3.16913111594969,3.58342387069292,2020-04-11,2020-04-18,2020-04-15
"GP","deaths",44,51,0.91912016025962,0.530654271943504,0.189544673581321,0.250518897986751,0.52919857258677,0.81926091469783,1.20110685664608,1.92886361423216,2.21345202899472,2020-04-18,2020-04-25,2020-04-22
"GP","deaths",51,58,1.52414807560649,0.762074037803247,0.415279052970679,0.520617888768001,0.966050855503443,1.39919108096781,1.94688101722543,2.9544301689906,3.3406555943911,2020-04-25,2020-05-02,2020-04-29
"GP","deaths",58,65,1.63615200272937,0.578467088090943,0.706374304134774,0.814153896766786,1.21813763217996,1.56850722934735,1.98064996503091,2.68903909124537,2.94971114722061,2020-05-02,2020-05-09,2020-05-06
"GP","deaths",65,72,1.32049423913434,0.417576943279556,0.63322831476528,0.716421696797567,1.02019889713605,1.2767481948564,1.57321650373447,2.07386478097615,2.25603845343415,2020-05-09,2020-05-16,2020-05-13
"GP","deaths",72,79,0.890655102189964,0.36360842286197,0.326854725225731,0.387882485669343,0.626310060706199,0.841692998827653,1.10184454364013,1.56058136349531,1.73207658341593,2020-05-16,2020-05-23,2020-05-20
"GP","deaths",79,86,0.989145478664978,0.442359305986292,0.321172844491952,0.389752907507969,0.666407168243713,0.924041680534746,1.24126495131266,1.81083239181448,2.0260842265244,2020-05-23,2020-05-30,2020-05-27
"GP","deaths",86,93,2.62321310607651,0.829532820320664,1.25793264764257,1.4231995330392,2.02666474298781,2.53630988962316,3.12525570274167,4.11981295522613,4.48170803285039,2020-05-30,2020-06-06,2020-06-03
"GP","deaths",93,100,1.92148445869626,0.384296891739252,1.24348342931181,1.33597938656108,1.65025093333376,1.89592628410199,2.16488292720425,2.59418873344482,2.74465590179694,2020-06-06,2020-06-13,2020-06-10
"KZN","cases",2,9,3.32424003302806,1.0512169993482,1.59410230776137,1.80353508136894,2.56827020898931,3.21411281901562,3.96044838920537,5.2207909157766,5.67939875896236,2020-03-07,2020-03-14,2020-03-11
"KZN","cases",9,16,1.77768022346056,0.44442005586514,1.01609784523886,1.11504511290435,1.46125906771278,1.74078553084414,2.05394184778017,2.56620692458137,2.74876236324538,2020-03-14,2020-03-21,2020-03-18
"KZN","cases",16,23,4.52805469652639,0.362534519441612,3.84537856299881,3.9486902259002,4.27854307508536,4.51838304992364,4.76702459151771,5.1404110915716,5.2656895367169,2020-03-21,2020-03-28,2020-03-25
"KZN","cases",23,30,0.725273390308863,0.077314403183756,0.581690467266942,0.60295742254097,0.671737399561663,0.722528000299424,0.77581736218858,0.856954674033758,0.884455887826794,2020-03-28,2020-04-04,2020-04-01
"KZN","cases",30,37,1.75475246356734,0.125660433941791,1.51709326479542,1.55330032813144,1.66844056517521,1.75175379996626,1.83779583359424,1.96643357334471,2.00945171381915,2020-04-04,2020-04-11,2020-04-08
"KZN","cases",37,44,1.1300994532551,0.0783582985593285,0.981728991066199,1.00437344696507,1.07630704309349,1.1282889133156,1.18191836894149,1.26200152270347,1.28875843838497,2020-04-11,2020-04-18,2020-04-15
"KZN","cases",44,51,1.44302299141096,0.0833129712537938,1.28433507693716,1.30877393134591,1.38598961519259,1.44141994963001,1.49830898587395,1.58274026089588,1.61082047597685,2020-04-18,2020-04-25,2020-04-22
"KZN","cases",51,58,0.777185413070837,0.0549553075821657,0.673201434837724,0.689054479803481,0.739446591166679,0.775890488545211,0.81351276941827,0.869733561037513,0.888527874753386,2020-04-25,2020-05-02,2020-04-29
"KZN","cases",58,65,1.15579844041373,0.0698243373290496,1.02298331454121,1.04339527329197,1.10796772373806,1.15439266409096,1.20209681429529,1.2729969235637,1.29660210829377,2020-05-02,2020-05-09,2020-05-06
"KZN","cases",65,72,1.01793321637326,0.0609420675899351,0.901981295077962,0.919809110065797,0.976192514027716,1.01671730630683,1.0583485343878,1.12020497473408,1.14079474095232,2020-05-09,2020-05-16,2020-05-13
"KZN","cases",72,79,1.14085657811401,0.0667635813443579,1.01374130899115,1.03330591023341,1.09514360822586,1.13955449505457,1.18515022674995,1.2528488434062,1.27537115729127,2020-05-16,2020-05-23,2020-05-20
"KZN","cases",79,86,2.23785678261214,0.0823208924650506,2.07939785980999,2.1041942819911,2.18179571566077,2.23684745593478,2.29281759030102,2.37496220842694,2.40205152763591,2020-05-23,2020-05-30,2020-05-27
"KZN","cases",86,93,0.893024587419332,0.0368277132813933,0.822292674288556,0.833324029102446,0.867916453873417,0.892518388705288,0.917580922163075,0.954451848782502,0.966633124272959,2020-05-30,2020-06-06,2020-06-03
"KZN","cases",93,100,1.07016643163705,0.0401909439624235,0.992832864222133,1.00492738516148,1.04279079560445,1.06966333951693,1.09699365155345,1.13712158161873,1.15035897913855,2020-06-06,2020-06-13,2020-06-10
"KZN","deaths",30,37,2.21230275974123,0.667034379702675,1.10437356678361,1.24070107738118,1.73360261754713,2.14563650512438,2.61848808561103,3.41141494786575,3.69863958403452,2020-04-04,2020-04-11,2020-04-08
"KZN","deaths",37,44,1.78565319254917,0.51547367569879,0.922673061544231,1.03035351506435,1.41641378152952,1.73630415967146,2.10120415434773,2.70935882920922,2.92877457559612,2020-04-11,2020-04-18,2020-04-15
"KZN","deaths",44,51,0.999649782716963,0.316117017587803,0.479370926813217,0.542350562624868,0.772318103045039,0.96653284637513,1.19096735867312,1.56997161838906,1.70788200579732,2020-04-18,2020-04-25,2020-04-22
"KZN","deaths",51,58,0.661682053417901,0.270130567138476,0.24282565184315,0.288164160258512,0.465295854731407,0.625307316426248,0.818578098739292,1.15938108767836,1.2867876550347,2020-04-25,2020-05-02,2020-04-29
"KZN","deaths",58,65,1.62113846297412,0.488791637718055,0.809266479789702,0.909164999564224,1.27035500473136,1.57228654654183,1.91878427657887,2.49982782003893,2.71030122977304,2020-05-02,2020-05-09,2020-05-06
"KZN","deaths",65,72,0.686478157018781,0.280253534043701,0.251925384847774,0.298962924309798,0.4827325135608,0.64874030047108,0.849253779357959,1.20282813813783,1.33500918354942,2020-05-09,2020-05-16,2020-05-13
"KZN","deaths",72,79,0.866114832638566,0.433057416319283,0.235987141419233,0.295847157382993,0.548969610253756,0.79510657023241,1.10633773278913,1.67888923150684,1.89836631187412,2020-05-16,2020-05-23,2020-05-20
"KZN","deaths",79,86,1.3786241418763,0.616539459331545,0.447635506284973,0.543219151526808,0.928806763288433,1.2878855500654,1.73001632748113,2.52385246264933,2.82386027981569,2020-05-23,2020-05-30,2020-05-27
"KZN","deaths",86,93,1.44361556976707,0.589353588444422,0.529781471220005,0.628698128125454,1.01515272625069,1.36425549585228,1.78592132324923,2.52946347996067,2.80743097715379,2020-05-30,2020-06-06,2020-06-03
"KZN","deaths",93,100,1.23492879680962,0.390518774604967,0.592196359274926,0.669998972971299,0.954092005257544,1.19401741058445,1.47127515327251,1.93948240197977,2.10985157699899,2020-06-06,2020-06-13,2020-06-10
"LP","cases",16,23,4.69802409811873,1.48564566524136,2.25288516542763,2.54886867070055,3.62964022225598,4.54238542577598,5.59715357103555,7.37834852172685,8.02648183263894,2020-03-21,2020-03-28,2020-03-25
"LP","cases",23,30,1.34114323294164,0.38715470328035,0.692988278950764,0.773863396337041,1.06382010015715,1.30407885685096,1.57814280196781,2.03490704385733,2.19970273021764,2020-03-28,2020-04-04,2020-04-01
"LP","cases",30,37,0.835618638838952,0.295435803004448,0.360760817789095,0.415806214756821,0.622129550569082,0.801070972507364,1.01156128833667,1.373351119861,1.50648204427023,2020-04-04,2020-04-11,2020-04-08
"LP","cases",37,44,0.91257463229034,0.37255703355322,0.334898806453604,0.397428494892366,0.641723908551523,0.862407543635979,1.12896156635843,1.59898816101672,1.77470397612158,2020-04-11,2020-04-18,2020-04-15
"LP","cases",44,51,0.856502249310289,0.428251124655145,0.233368035989086,0.292563695022564,0.542876866053567,0.786282072748704,1.094059033424,1.66025606413845,1.87729727613796,2020-04-18,2020-04-25,2020-04-22
"LP","cases",51,58,1.9421281917231,0.686646007150484,0.838473104992951,0.966408519913984,1.44594110627192,1.86183319395468,2.35105059224633,3.19191531046087,3.50133555250404,2020-04-25,2020-05-02,2020-04-29
"LP","cases",58,65,1.73340416215478,0.500390679817239,0.895675225101033,1.00020489922438,1.37496886544449,1.6854991045851,2.03972195826204,2.63008174875073,2.84307728988735,2020-05-02,2020-05-09,2020-05-06
"LP","cases",65,72,1.26541407312148,0.30690799315429,0.737150329561348,0.806302520521104,1.04717032911781,1.24069038941964,1.45674389860171,1.80888587216454,1.93407357775502,2020-05-09,2020-05-16,2020-05-13
"LP","cases",72,79,2.69044169728429,0.326263979337329,2.08923325146774,2.17720112938282,2.46378899920526,2.67726481256999,2.90273492243797,3.24863319234171,3.36651929492042,2020-05-16,2020-05-23,2020-05-20
"LP","cases",79,86,0.95834137796251,0.134194634526086,0.713548102729236,0.748797962872451,0.86474290157822,0.952085039060723,1.04512282351446,1.18922787835557,1.23868003291548,2020-05-23,2020-05-30,2020-05-27
